customername,id,units,height,front_waist_length,back_waist_length,bust,front_bust,back_bust,bust_length,bust_balance,bust_distance,shoulder,front_shoulder_height,front_shoulder_width,front_shoulder_balance,neck,arm_scye,back_shoulder_height,back_shoulder_width,back_shoulder_balance,neck_back,side,underarm,front_underarm,across_chest,front_underarm_balance,back_underarm,across_back,back_underarm_balance,underbust,front_underbust,front_underbust_length,back_underbust,back_underbust_length,waist,front_waist,back_waist,hip,front_hip,front_hip_height,back_hip,back_hip_height,side_hip_height,hip_to_floor,abdomen,front_abdomen,back_abdomen,abdomen_height,oversleeve_length,undersleeve_length,bicep,bicep_length,elbow,elbow_length,wrist,hand,hand_length,rise,crotch_length,inseam,outseam,thigh,front_thigh_width,back_thigh_width,knee,knee_to_floor,calf,ankle,ankle_to_floor
DressFormLg,24,cm,187,35,38,104,56,48,17,27,20,13,44,40.5,46,47,45.5,42,40,42,0,20,102,52,38,21.5,50,34.5,23.5,91,47.5,9.5,43.5,8,89,48,38,112,52,19.5,60,22.5,20,98,96,51,46,10.5,61,49,33,13,30,26,16,19,20,33,23.5,80,118,64,28,36,42,48,41,23,0
